user_name,email,account_type,gender,password,joining_date,"(""Jaquelyn Yalçın"", ""jaquelynyaln@gmail.ca"", 'customer' , 'male', ""BXD61MPX6YY"", ""2022-10-26""),"
Forrest Hill,forresthill@gmail.com,'artist' ,'male',ZUM79MTJ3KV,7/4/2021,"(""Amos Nguyễn"", ""amosnguyn7308@gmail.org"", 'artist' , 'female', ""GKV86PXY4DJ"", ""2022-09-21""),"
Amos Nguyễn,amosnguyn7308@gmail.org,'artist' ,'female',GKV86PXY4DJ,9/21/2022,"(""Owen Aggarwal"", ""owenaggarwal@gmail.net"", 'customer' , 'female', ""VPM41NHO4SR"", ""2022-08-25""),"
Owen Aggarwal,owenaggarwal@gmail.net,'customer' ,'female',VPM41NHO4SR,8/25/2022,"(""Austin Nguyễn"", ""austinnguyn@gmail.ca"", 'customer' , 'female', ""EQO63VYP5SF"", ""2021-01-28""),"
Austin Nguyễn,austinnguyn@gmail.ca,'customer' ,'female',EQO63VYP5SF,1/28/2021,"(""Tiger Rogers"", ""tigerrogers4080@gmail.edu"", 'customer' , 'female', ""UAT34IQF8LU"", ""2021-01-20""),"
Tiger Rogers,tigerrogers4080@gmail.edu,'customer' ,'female',UAT34IQF8LU,1/20/2021,"(""Autumn Butler"", ""autumnbutler9141@gmail.ca"", 'customer' , 'male', ""AQB78JVN8YU"", ""2022-03-21""),"
Autumn Butler,autumnbutler9141@gmail.ca,'customer' ,'male',AQB78JVN8YU,3/21/2022,"(""Mannix Nguyễn"", ""mannixnguyn@gmail.net"", 'customer' , 'male', ""HVT17YRH0MJ"", ""2021-04-11""),"
Mannix Nguyễn,mannixnguyn@gmail.net,'customer' ,'male',HVT17YRH0MJ,4/11/2021,"(""Shoshana Chaudhary"", ""shoshanachaudhary@gmail.edu"", 'artist' , 'female', ""JBR72XWH0QD"", ""2021-06-25""),"
Shoshana Chaudhary,shoshanachaudhary@gmail.edu,'artist' ,'female',JBR72XWH0QD,6/25/2021,"(""Angela Oliha"", ""angelaoliha@gmail.ca"", 'artist' , 'female', ""AOS75HFL3MT"", ""2021-10-12""),"
Angela Oliha,angelaoliha@gmail.ca,'artist' ,'female',AOS75HFL3MT,10/12/2021,"(""Brian Nguyễn"", ""briannguyn@gmail.com"", 'customer' , 'male', ""CLY00DKU3LY"", ""2022-12-03""),"
Brian Nguyễn,briannguyn@gmail.com,'customer' ,'male',CLY00DKU3LY,12/3/2022,"(""Donovan Bhat"", ""donovanbhat512@gmail.org"", 'customer' , 'female', ""NLR65TGC3NJ"", ""2021-03-18""),"
Donovan Bhat,donovanbhat512@gmail.org,'customer' ,'female',NLR65TGC3NJ,3/18/2021,"(""Piper Taylor"", ""pipertaylor@gmail.edu"", 'artist' , 'female', ""EQQ14GZM6EM"", ""2021-11-22""),"
Piper Taylor,pipertaylor@gmail.edu,'artist' ,'female',EQQ14GZM6EM,11/22/2021,"(""Raya Sai"", ""rayasai@gmail.couk"", 'customer' , 'male', ""RBS35PJC1HY"", ""2022-08-10""),"
Raya Sai,rayasai@gmail.couk,'customer' ,'male',RBS35PJC1HY,8/10/2022,"(""Hanna White"", ""hannawhite7554@gmail.couk"", 'artist' , 'male', ""KNJ62DTK3TR"", ""2022-08-21""),"
Hanna White,hannawhite7554@gmail.couk,'artist' ,'male',KNJ62DTK3TR,8/21/2022,"(""Dennis Abadaki"", ""dennisabadaki8728@gmail.ca"", 'customer' , 'male', ""DJC88VEX2DC"", ""2021-09-05""),"
Dennis Abadaki,dennisabadaki8728@gmail.ca,'customer' ,'male',DJC88VEX2DC,9/5/2021,"(""Quynn Kennedy"", ""quynnkennedy3956@gmail.net"", 'artist' , 'female', ""YLN72NCG4TB"", ""2022-09-04""),"
Quynn Kennedy,quynnkennedy3956@gmail.net,'artist' ,'female',YLN72NCG4TB,9/4/2022,"(""Nerea Fernandez"", ""nereafernandez6666@gmail.couk"", 'artist' , 'male', ""VWI65NKX5ES"", ""2022-09-07""),"
Nerea Fernandez,nereafernandez6666@gmail.couk,'artist' ,'male',VWI65NKX5ES,9/7/2022,"(""Alfonso Thang"", ""alfonsothang1475@gmail.org"", 'customer' , 'female', ""NCO73OJI6IG"", ""2021-06-25""),"
Alfonso Thang,alfonsothang1475@gmail.org,'customer' ,'female',NCO73OJI6IG,6/25/2021,"(""Cullen Özmen"", ""cullenzmen3625@gmail.couk"", 'customer' , 'female', ""DNR58CMH8OJ"", ""2022-09-03""),"
Cullen Özmen,cullenzmen3625@gmail.couk,'customer' ,'female',DNR58CMH8OJ,9/3/2022,"(""Benedict Yalçınkaya"", ""benedictyalnkaya@gmail.ca"", 'customer' , 'female', ""VOJ45EHE4CP"", ""2022-04-13""),"
Benedict Yalçınkaya,benedictyalnkaya@gmail.ca,'customer' ,'female',VOJ45EHE4CP,4/13/2022,"(""Dana Aremu"", ""danaaremu3070@gmail.com"", 'customer' , 'female', ""ONP11GEJ3MK"", ""2021-09-28""),"
Dana Aremu,danaaremu3070@gmail.com,'customer' ,'female',ONP11GEJ3MK,9/28/2021,"(""Gareth Butler"", ""garethbutler@gmail.edu"", 'artist' , 'female', ""SOT66XLJ2RM"", ""2021-07-09""),"
Gareth Butler,garethbutler@gmail.edu,'artist' ,'female',SOT66XLJ2RM,7/9/2021,"(""Cullen Johnston"", ""cullenjohnston@gmail.couk"", 'customer' , 'female', ""DWX71GVU8VD"", ""2022-02-08""),"
Cullen Johnston,cullenjohnston@gmail.couk,'customer' ,'female',DWX71GVU8VD,2/8/2022,"(""Kylan Krishnamurthy"", ""kylankrishnamurthy@gmail.com"", 'customer' , 'female', ""TUL98WKW5VM"", ""2021-03-14""),"
Kylan Krishnamurthy,kylankrishnamurthy@gmail.com,'customer' ,'female',TUL98WKW5VM,3/14/2021,"(""Nina Neelam"", ""ninaneelam@gmail.org"", 'customer' , 'female', ""HVD48BVY5FN"", ""2022-05-12""),"
Nina Neelam,ninaneelam@gmail.org,'customer' ,'female',HVD48BVY5FN,5/12/2022,"(""Dawn Bakare"", ""dawnbakare9045@gmail.com"", 'customer' , 'male', ""DIR13NSX3IY"", ""2021-10-05""),"
Dawn Bakare,dawnbakare9045@gmail.com,'customer' ,'male',DIR13NSX3IY,10/5/2021,"(""Pearl Özmen"", ""pearlzmen@gmail.couk"", 'artist' , 'male', ""LUR17EPW0GV"", ""2022-10-18""),"
Pearl Özmen,pearlzmen@gmail.couk,'artist' ,'male',LUR17EPW0GV,10/18/2022,"(""Caleb Akyol"", ""calebakyol@gmail.net"", 'artist' , 'male', ""GGO42IDB2HL"", ""2022-10-09""),"
Caleb Akyol,calebakyol@gmail.net,'artist' ,'male',GGO42IDB2HL,10/9/2022,"(""Patience Goel"", ""patiencegoel8688@gmail.couk"", 'customer' , 'female', ""KME17RUH1ZN"", ""2022-05-28""),"
Patience Goel,patiencegoel8688@gmail.couk,'customer' ,'female',KME17RUH1ZN,5/28/2022,"(""Dylan Thiarre"", ""dylanthiarre@gmail.edu"", 'customer' , 'male', ""CYD34VPH5CI"", ""2022-08-15""),"
Dylan Thiarre,dylanthiarre@gmail.edu,'customer' ,'male',CYD34VPH5CI,8/15/2022,"(""Wang Okojie"", ""wangokojie@gmail.ca"", 'artist' , 'male', ""EGI58VYJ1UB"", ""2022-01-08""),"
Wang Okojie,wangokojie@gmail.ca,'artist' ,'male',EGI58VYJ1UB,1/8/2022,"(""Len Giang"", ""lengiang@gmail.ca"", 'artist' , 'female', ""FVV65EJM0TW"", ""2021-02-16""),"
Len Giang,lengiang@gmail.ca,'artist' ,'female',FVV65EJM0TW,2/16/2021,"(""Igor Eker"", ""igoreker5655@gmail.ca"", 'customer' , 'female', ""GIH63JXM8JC"", ""2021-10-03""),"
Igor Eker,igoreker5655@gmail.ca,'customer' ,'female',GIH63JXM8JC,10/3/2021,"(""Branden Thompson"", ""brandenthompson1375@gmail.ca"", 'customer' , 'female', ""VNO36PCQ2WT"", ""2022-08-10""),"
Branden Thompson,brandenthompson1375@gmail.ca,'customer' ,'female',VNO36PCQ2WT,8/10/2022,"(""Olivia Akdemir"", ""oliviaakdemir@gmail.couk"", 'customer' , 'female', ""AFI38CRV4WI"", ""2022-07-14""),"
Olivia Akdemir,oliviaakdemir@gmail.couk,'customer' ,'female',AFI38CRV4WI,7/14/2022,"(""Beck Bhatt"", ""beckbhatt2821@gmail.org"", 'artist' , 'male', ""THM44WAV6OK"", ""2021-12-12""),"
Beck Bhatt,beckbhatt2821@gmail.org,'artist' ,'male',THM44WAV6OK,12/12/2021,"(""Jason Rastogi"", ""jasonrastogi4813@gmail.ca"", 'artist' , 'female', ""GXC20MWR2LY"", ""2022-11-17""),"
Jason Rastogi,jasonrastogi4813@gmail.ca,'artist' ,'female',GXC20MWR2LY,11/17/2022,"(""Brian Sandeep"", ""briansandeep@gmail.org"", 'customer' , 'male', ""NRA73CBX4QP"", ""2022-06-25""),"
Brian Sandeep,briansandeep@gmail.org,'customer' ,'male',NRA73CBX4QP,6/25/2022,"(""Sawyer Espinoza"", ""sawyerespinoza8706@gmail.ca"", 'artist' , 'male', ""CFX22KHZ2GK"", ""2022-10-05""),"
Sawyer Espinoza,sawyerespinoza8706@gmail.ca,'artist' ,'male',CFX22KHZ2GK,10/5/2022,"(""Hadley Chaudhary"", ""hadleychaudhary1603@gmail.net"", 'artist' , 'female', ""CMH31KIF4VF"", ""2022-11-07""),"
Hadley Chaudhary,hadleychaudhary1603@gmail.net,'artist' ,'female',CMH31KIF4VF,11/7/2022,"(""Uma Vicente"", ""umavicente4684@gmail.ca"", 'customer' , 'male', ""DMO45XVC3DV"", ""2021-10-07""),"
Uma Vicente,umavicente4684@gmail.ca,'customer' ,'male',DMO45XVC3DV,10/7/2021,"(""Colt Adewusi"", ""coltadewusi1050@gmail.net"", 'customer' , 'female', ""DEG23CNM8YV"", ""2022-03-24""),"
Colt Adewusi,coltadewusi1050@gmail.net,'customer' ,'female',DEG23CNM8YV,3/24/2022,"(""Jael Nguyễn"", ""jaelnguyn2050@gmail.edu"", 'customer' , 'male', ""LIX76TCQ2OE"", ""2021-07-08""),"
Jael Nguyễn,jaelnguyn2050@gmail.edu,'customer' ,'male',LIX76TCQ2OE,7/8/2021,"(""Illana Taylor"", ""illanataylor@gmail.net"", 'customer' , 'female', ""GIP22LWS6XU"", ""2022-08-24""),"
Illana Taylor,illanataylor@gmail.net,'customer' ,'female',GIP22LWS6XU,8/24/2022,"(""Connor White"", ""connorwhite103@gmail.couk"", 'artist' , 'male', ""OKV31HSB4MJ"", ""2021-12-02""),"
Connor White,connorwhite103@gmail.couk,'artist' ,'male',OKV31HSB4MJ,12/2/2021,"(""Giselle Araya"", ""gisellearaya@gmail.net"", 'artist' , 'male', ""MTP10FGN2GL"", ""2022-11-24""),"
Giselle Araya,gisellearaya@gmail.net,'artist' ,'male',MTP10FGN2GL,11/24/2022,"(""Thaddeus Sharma"", ""thaddeussharma@gmail.couk"", 'customer' , 'female', ""BBM52WGZ7OI"", ""2022-03-02""),"
Thaddeus Sharma,thaddeussharma@gmail.couk,'customer' ,'female',BBM52WGZ7OI,3/2/2022,"(""Ali Bakare"", ""alibakare4391@gmail.net"", 'artist' , 'male', ""VQN73ULK8KY"", ""2021-03-07""),"
Ali Bakare,alibakare4391@gmail.net,'artist' ,'male',VQN73ULK8KY,3/7/2021,"(""Roth Naran"", ""rothnaran7899@gmail.edu"", 'customer' , 'female', ""VRZ47XRF2OM"", ""2022-01-06""),"
Roth Naran,rothnaran7899@gmail.edu,'customer' ,'female',VRZ47XRF2OM,1/6/2022,"(""Cally Nguyễn"", ""callynguyn6195@gmail.org"", 'customer' , 'male', ""GFL68OYW4IX"", ""2022-06-06""),"
Cally Nguyễn,callynguyn6195@gmail.org,'customer' ,'male',GFL68OYW4IX,6/6/2022,"(""Ulysses Mittal"", ""ulyssesmittal3187@gmail.edu"", 'customer' , 'female', ""KRA67LTZ5FR"", ""2022-09-01""),"
Ulysses Mittal,ulyssesmittal3187@gmail.edu,'customer' ,'female',KRA67LTZ5FR,9/1/2022,"(""Rose Ross"", ""roseross@gmail.org"", 'customer' , 'female', ""IKZ62SMF0VU"", ""2021-11-01""),"
Rose Ross,roseross@gmail.org,'customer' ,'female',IKZ62SMF0VU,11/1/2021,"(""Aimee Tiết"", ""aimeetit8142@gmail.org"", 'artist' , 'male', ""QWF41JEV2WK"", ""2021-02-26""),"
Aimee Tiết,aimeetit8142@gmail.org,'artist' ,'male',QWF41JEV2WK,2/26/2021,"(""Steel Suri"", ""steelsuri@gmail.couk"", 'customer' , 'female', ""ZML72OMU4BW"", ""2022-05-05""),"
Steel Suri,steelsuri@gmail.couk,'customer' ,'female',ZML72OMU4BW,5/5/2022,"(""Joshua Gibson"", ""joshuagibson2693@gmail.ca"", 'customer' , 'male', ""IWD41ZCU0PG"", ""2022-01-19""),"
Joshua Gibson,joshuagibson2693@gmail.ca,'customer' ,'male',IWD41ZCU0PG,1/19/2022,"(""Jasper Buraimoh"", ""jasperburaimoh@gmail.net"", 'customer' , 'female', ""MTG40NXG8EL"", ""2021-04-04""),"
Jasper Buraimoh,jasperburaimoh@gmail.net,'customer' ,'female',MTG40NXG8EL,4/4/2021,"(""Bell Uddin"", ""belluddin1077@gmail.com"", 'customer' , 'male', ""RDN71JRD6QP"", ""2022-01-31""),"
Bell Uddin,belluddin1077@gmail.com,'customer' ,'male',RDN71JRD6QP,1/31/2022,"(""Alec Nguyễn"", ""alecnguyn@gmail.net"", 'artist' , 'female', ""ZUV37WDK4JO"", ""2022-10-03""),"
Alec Nguyễn,alecnguyn@gmail.net,'artist' ,'female',ZUV37WDK4JO,10/3/2022,"(""Walker Akyol"", ""walkerakyol@gmail.couk"", 'artist' , 'male', ""WDG35RVL4PV"", ""2022-08-18""),"
Walker Akyol,walkerakyol@gmail.couk,'artist' ,'male',WDG35RVL4PV,8/18/2022,"(""Aladdin Adewumi"", ""aladdinadewumi523@gmail.org"", 'customer' , 'female', ""QTT88KTT2IL"", ""2021-09-28""),"
Aladdin Adewumi,aladdinadewumi523@gmail.org,'customer' ,'female',QTT88KTT2IL,9/28/2021,"(""Odysseus Güney"", ""odysseusgney@gmail.edu"", 'customer' , 'female', ""LWC57TIC5HO"", ""2022-11-08""),"
Odysseus Güney,odysseusgney@gmail.edu,'customer' ,'female',LWC57TIC5HO,11/8/2022,"(""Xena Uddin"", ""xenauddin@gmail.org"", 'artist' , 'male', ""IVU18NNX8OL"", ""2020-12-15""),"
Xena Uddin,xenauddin@gmail.org,'artist' ,'male',IVU18NNX8OL,12/15/2020,"(""Lillian Phillips"", ""lillianphillips@gmail.net"", 'customer' , 'female', ""XDU76ZCC1LI"", ""2022-09-26""),"
Lillian Phillips,lillianphillips@gmail.net,'customer' ,'female',XDU76ZCC1LI,9/26/2022,"(""Lionel Gutierrez"", ""lionelgutierrez@gmail.ca"", 'customer' , 'male', ""RLE50PTR2BQ"", ""2021-05-12""),"
Lionel Gutierrez,lionelgutierrez@gmail.ca,'customer' ,'male',RLE50PTR2BQ,5/12/2021,"(""Haviva Sebastian"", ""havivasebastian4017@gmail.net"", 'artist' , 'female', ""BEQ50EHT6WQ"", ""2021-09-26""),"
Haviva Sebastian,havivasebastian4017@gmail.net,'artist' ,'female',BEQ50EHT6WQ,9/26/2021,"(""Orson Price"", ""orsonprice@gmail.edu"", 'customer' , 'female', ""ECP12QAH8YD"", ""2022-03-06""),"
Orson Price,orsonprice@gmail.edu,'customer' ,'female',ECP12QAH8YD,3/6/2022,"(""Devin Nguyễn"", ""devinnguyn@gmail.net"", 'customer' , 'female', ""IIH12BUL9MI"", ""2021-05-26""),"
Devin Nguyễn,devinnguyn@gmail.net,'customer' ,'female',IIH12BUL9MI,5/26/2021,"(""Rahim Harris"", ""rahimharris5775@gmail.couk"", 'artist' , 'male', ""DWM71MGO2FD"", ""2022-05-11""),"
Rahim Harris,rahimharris5775@gmail.couk,'artist' ,'male',DWM71MGO2FD,5/11/2022,"(""Amal Ofoedu"", ""amalofoedu@gmail.ca"", 'artist' , 'female', ""QDS81GIR0JY"", ""2022-07-10""),"
Amal Ofoedu,amalofoedu@gmail.ca,'artist' ,'female',QDS81GIR0JY,7/10/2022,"(""Lance Ofoedu"", ""lanceofoedu@gmail.com"", 'artist' , 'female', ""ESF53SCE2LX"", ""2021-10-13""),"
Lance Ofoedu,lanceofoedu@gmail.com,'artist' ,'female',ESF53SCE2LX,10/13/2021,"(""Basil Anjorin"", ""basilanjorin3201@gmail.org"", 'customer' , 'female', ""TKK72PTM8QS"", ""2022-04-29""),"
Basil Anjorin,basilanjorin3201@gmail.org,'customer' ,'female',TKK72PTM8QS,4/29/2022,"(""Dahlia Rogers"", ""dahliarogers4689@gmail.com"", 'customer' , 'male', ""OCC43QTN6WN"", ""2022-02-14""),"
Dahlia Rogers,dahliarogers4689@gmail.com,'customer' ,'male',OCC43QTN6WN,2/14/2022,"(""Armando Idonije"", ""armandoidonije2910@gmail.org"", 'artist' , 'female', ""DDE37MWT1CD"", ""2021-12-20""),"
Armando Idonije,armandoidonije2910@gmail.org,'artist' ,'female',DDE37MWT1CD,12/20/2021,"(""Selma Silva"", ""selmasilva6202@gmail.com"", 'artist' , 'male', ""HKQ28VMH1BQ"", ""2021-01-09""),"
Selma Silva,selmasilva6202@gmail.com,'artist' ,'male',HKQ28VMH1BQ,1/9/2021,"(""Hedwig Altın"", ""hedwigaltn@gmail.couk"", 'customer' , 'male', ""TDL48OBQ5LF"", ""2021-12-20""),"
Hedwig Altın,hedwigaltn@gmail.couk,'customer' ,'male',TDL48OBQ5LF,12/20/2021,"(""Quinn Mẫn"", ""quinnmn5648@gmail.net"", 'customer' , 'female', ""TLZ44TRR9PB"", ""2021-08-26""),"
Quinn Mẫn,quinnmn5648@gmail.net,'customer' ,'female',TLZ44TRR9PB,8/26/2021,"(""Knox Ajudua"", ""knoxajudua1478@gmail.net"", 'artist' , 'male', ""LQN27YSD6YK"", ""2022-04-17""),"
Knox Ajudua,knoxajudua1478@gmail.net,'artist' ,'male',LQN27YSD6YK,4/17/2022,"(""Macey Sarıkaya"", ""maceysarkaya7821@gmail.edu"", 'customer' , 'male', ""ERI93ING3LV"", ""2022-07-21""),"
Macey Sarıkaya,maceysarkaya7821@gmail.edu,'customer' ,'male',ERI93ING3LV,7/21/2022,"(""Brenden Garcia"", ""brendengarcia@gmail.ca"", 'customer' , 'male', ""QEJ44KXR6RG"", ""2021-05-27""),"
Brenden Garcia,brendengarcia@gmail.ca,'customer' ,'male',QEJ44KXR6RG,5/27/2021,"(""Peter Eroğlu"", ""petererolu@gmail.edu"", 'customer' , 'male', ""OOS33NLF4GL"", ""2022-01-03""),"
Peter Eroğlu,petererolu@gmail.edu,'customer' ,'male',OOS33NLF4GL,1/3/2022,"(""Gloria White"", ""gloriawhite8396@gmail.com"", 'customer' , 'female', ""RYN03AKS6FT"", ""2022-01-21""),"
Gloria White,gloriawhite8396@gmail.com,'customer' ,'female',RYN03AKS6FT,1/21/2022,"(""Vladimir Richardson"", ""vladimirrichardson@gmail.net"", 'artist' , 'male', ""ZUW39FRK8JH"", ""2022-08-18""),"
Vladimir Richardson,vladimirrichardson@gmail.net,'artist' ,'male',ZUW39FRK8JH,8/18/2022,"(""Alika Persaud"", ""alikapersaud6985@gmail.ca"", 'customer' , 'male', ""NEX45PIX7NL"", ""2021-07-28""),"
Alika Persaud,alikapersaud6985@gmail.ca,'customer' ,'male',NEX45PIX7NL,7/28/2021,"(""Sophia Scott"", ""sophiascott@gmail.net"", 'customer' , 'male', ""LPS05KII8XP"", ""2021-04-02""),"
Sophia Scott,sophiascott@gmail.net,'customer' ,'male',LPS05KII8XP,4/2/2021,"(""Lester Carolina"", ""lestercarolina@gmail.com"", 'artist' , 'female', ""TQD65YKY3IS"", ""2022-08-10""),"
Lester Carolina,lestercarolina@gmail.com,'artist' ,'female',TQD65YKY3IS,8/10/2022,"(""Caldwell Monserrat"", ""caldwellmonserrat@gmail.couk"", 'customer' , 'male', ""HBV13RJP3HT"", ""2020-12-24""),"
Caldwell Monserrat,caldwellmonserrat@gmail.couk,'customer' ,'male',HBV13RJP3HT,12/24/2020,"(""Kelly Ayanbadejo"", ""kellyayanbadejo3274@gmail.com"", 'customer' , 'female', ""LSJ71OVA1JZ"", ""2021-12-27""),"
Kelly Ayanbadejo,kellyayanbadejo3274@gmail.com,'customer' ,'female',LSJ71OVA1JZ,12/27/2021,"(""Hedley Rana"", ""hedleyrana4769@gmail.com"", 'customer' , 'male', ""ISG88VNH6QC"", ""2021-07-21""),"
Hedley Rana,hedleyrana4769@gmail.com,'customer' ,'male',ISG88VNH6QC,7/21/2021,"(""Orson Doğru"", ""orsondoru@gmail.com"", 'artist' , 'male', ""CMB15TWE4LX"", ""2021-09-25""),"
Orson Doğru,orsondoru@gmail.com,'artist' ,'male',CMB15TWE4LX,9/25/2021,"(""Rowan Gabriel"", ""rowangabriel3382@gmail.couk"", 'artist' , 'male', ""QLZ20PDC4KH"", ""2021-01-13""),"
Rowan Gabriel,rowangabriel3382@gmail.couk,'artist' ,'male',QLZ20PDC4KH,1/13/2021,"(""Harlan Nhiều"", ""harlannhiu6988@gmail.edu"", 'artist' , 'female', ""LNQ37CFK2VJ"", ""2021-05-29""),"
Harlan Nhiều,harlannhiu6988@gmail.edu,'artist' ,'female',LNQ37CFK2VJ,5/29/2021,"(""Quinlan Sara"", ""quinlansara5312@gmail.edu"", 'artist' , 'female', ""LKW34QOM5SS"", ""2022-02-21""),"
Quinlan Sara,quinlansara5312@gmail.edu,'artist' ,'female',LKW34QOM5SS,2/21/2022,"(""Burton Mạc"", ""burtonmc@gmail.net"", 'customer' , 'male', ""HET69SYW1BG"", ""2021-11-14""),"
Burton Mạc,burtonmc@gmail.net,'customer' ,'male',HET69SYW1BG,11/14/2021,"(""Shoshana Nath"", ""shoshananath4428@gmail.ca"", 'customer' , 'female', ""KQP44BEL8SE"", ""2021-06-21""),"
Shoshana Nath,shoshananath4428@gmail.ca,'customer' ,'female',KQP44BEL8SE,6/21/2021,"(""Bertha Buraimoh"", ""berthaburaimoh3756@gmail.org"", 'customer' , 'female', ""LLC11SNP3FJ"", ""2021-01-11""),"
Bertha Buraimoh,berthaburaimoh3756@gmail.org,'customer' ,'female',LLC11SNP3FJ,1/11/2021,"(""Timothy Altuntaş"", ""timothyaltunta@gmail.com"", 'artist' , 'male', ""IMW60KYA4NL"", ""2021-07-06""),"
Timothy Altuntaş,timothyaltunta@gmail.com,'artist' ,'male',IMW60KYA4NL,7/6/2021,"(""Lois Nguyễn"", ""loisnguyn@gmail.org"", 'customer' , 'female', ""HBL27GKF3VS"", ""2021-02-10""),"
Lois Nguyễn,loisnguyn@gmail.org,'customer' ,'female',HBL27GKF3VS,2/10/2021,"(""Shelly Subram"", ""shellysubram7591@gmail.couk"", 'artist' , 'male', ""IKE66GUJ4KW"", ""2022-03-10""),"
Shelly Subram,shellysubram7591@gmail.couk,'artist' ,'male',IKE66GUJ4KW,3/10/2022,"(""Leandra Martina"", ""leandramartina@gmail.org"", 'customer' , 'female', ""BXZ11RIL4NR"", ""2022-02-03""),"
Leandra Martina,leandramartina@gmail.org,'customer' ,'female',BXZ11RIL4NR,2/3/2022,"(""Rafael Umelo"", ""rafaelumelo8353@gmail.couk"", 'customer' , 'female', ""GLH46RGV3BM"", ""2021-09-14""),"
Rafael Umelo,rafaelumelo8353@gmail.couk,'customer' ,'female',GLH46RGV3BM,9/14/2021,"(""Stephanie Ôn"", ""stephanien8167@gmail.com"", 'artist' , 'female', ""DRP12DBD4MB"", ""2021-09-21""),"
Stephanie Ôn,stephanien8167@gmail.com,'artist' ,'female',DRP12DBD4MB,9/21/2021,"(""Talon Gutierrez"", ""talongutierrez7523@gmail.couk"", 'artist' , 'male', ""MEN01WBT2GF"", ""2022-07-28""),"
Talon Gutierrez,talongutierrez7523@gmail.couk,'artist' ,'male',MEN01WBT2GF,7/28/2022,"(""Wendy Şenol"", ""wendyenol@gmail.edu"", 'customer' , 'male', ""UBM72KEO2AT"", ""2022-01-04""),"
Wendy Şenol,wendyenol@gmail.edu,'customer' ,'male',UBM72KEO2AT,1/4/2022,"(""Vera Idonije"", ""veraidonije6703@gmail.edu"", 'customer' , 'male', ""WJR42OCK8YL"", ""2021-12-31""),"
Vera Idonije,veraidonije6703@gmail.edu,'customer' ,'male',WJR42OCK8YL,12/31/2021,"(""Isadora Buraimoh"", ""isadoraburaimoh6259@gmail.ca"", 'customer' , 'female', ""WLT88FPW8HZ"", ""2021-09-12""),"
Isadora Buraimoh,isadoraburaimoh6259@gmail.ca,'customer' ,'female',WLT88FPW8HZ,9/12/2021,"(""Griffin Narang"", ""griffinnarang@gmail.edu"", 'artist' , 'male', ""SEU39YRU6CG"", ""2021-06-06""),"
Griffin Narang,griffinnarang@gmail.edu,'artist' ,'male',SEU39YRU6CG,6/6/2021,"(""Kylee Brown"", ""kyleebrown@gmail.couk"", 'customer' , 'female', ""HVC71AAZ6ZS"", ""2021-10-04""),"
Kylee Brown,kyleebrown@gmail.couk,'customer' ,'female',HVC71AAZ6ZS,10/4/2021,"(""Hayes Nguyễn"", ""hayesnguyn5342@gmail.org"", 'artist' , 'female', ""UZY40PEJ1VV"", ""2022-07-02""),"
Hayes Nguyễn,hayesnguyn5342@gmail.org,'artist' ,'female',UZY40PEJ1VV,7/2/2022,"(""Iona Turner"", ""ionaturner@gmail.couk"", 'artist' , 'male', ""QPB84YBN9XU"", ""2022-03-21""),"
Iona Turner,ionaturner@gmail.couk,'artist' ,'male',QPB84YBN9XU,3/21/2022,"(""Bertha Verma"", ""berthaverma2962@gmail.edu"", 'artist' , 'male', ""CTH06GNH7FD"", ""2021-12-31""),"
Bertha Verma,berthaverma2962@gmail.edu,'artist' ,'male',CTH06GNH7FD,12/31/2021,"(""Ferris Vicente"", ""ferrisvicente2684@gmail.edu"", 'customer' , 'female', ""SKJ93IRQ3OS"", ""2021-10-24""),"
Ferris Vicente,ferrisvicente2684@gmail.edu,'customer' ,'female',SKJ93IRQ3OS,10/24/2021,"(""Zeph Allen"", ""zephallen5478@gmail.org"", 'customer' , 'male', ""OEX44TYJ5LI"", ""2022-08-21""),"
Zeph Allen,zephallen5478@gmail.org,'customer' ,'male',OEX44TYJ5LI,8/21/2022,"(""Teegan Nguyễn"", ""teegannguyn1657@gmail.org"", 'artist' , 'female', ""SUM46OQA2RV"", ""2022-10-04""),"
Teegan Nguyễn,teegannguyn1657@gmail.org,'artist' ,'female',SUM46OQA2RV,10/4/2022,"(""Seth Sofoluwe"", ""sethsofoluwe@gmail.couk"", 'customer' , 'female', ""XJU29KVC9BX"", ""2022-09-09""),"
Seth Sofoluwe,sethsofoluwe@gmail.couk,'customer' ,'female',XJU29KVC9BX,9/9/2022,"(""Robert Gwarzo"", ""robertgwarzo@gmail.couk"", 'artist' , 'female', ""PRE22CDH2QJ"", ""2022-11-08""),"
Robert Gwarzo,robertgwarzo@gmail.couk,'artist' ,'female',PRE22CDH2QJ,11/8/2022,"(""Yoshio Cung"", ""yoshiocung@gmail.ca"", 'artist' , 'female', ""HVV26IHT7AV"", ""2020-12-13""),"
Yoshio Cung,yoshiocung@gmail.ca,'artist' ,'female',HVV26IHT7AV,12/13/2020,"(""Cody Aderemi"", ""codyaderemi4286@gmail.com"", 'customer' , 'male', ""BMG50YND1TE"", ""2022-02-14""),"
Cody Aderemi,codyaderemi4286@gmail.com,'customer' ,'male',BMG50YND1TE,2/14/2022,"(""Oleg Shan"", ""olegshan1339@gmail.com"", 'artist' , 'female', ""THB58EMF9YR"", ""2021-02-15""),"
